epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,204.835,0.90821,3.83299,0.45805,0.81722,0.99788,0.50159,0.63877,0.52434,0.95867,0.48196,0.58481,0.34115,0.67179,4.67951,0.38218,0.7945,0.000530659,0.000530659,0.000530659
129,206.454,0.91507,3.79497,0.46139,0.82669,0.99788,0.50159,0.63877,0.52434,0.95867,0.48196,0.58481,0.34115,0.67179,4.67951,0.38218,0.7945,0.000523586,0.000523586,0.000523586
130,208.031,0.89019,3.55555,0.4579,0.84458,0.95471,0.51976,0.63522,0.52348,0.96942,0.48751,0.5836,0.34254,0.67274,4.78552,0.38829,0.79768,0.000516512,0.000516512,0.000516512
131,209.616,0.91048,3.47182,0.46679,0.83675,0.98488,0.50921,0.63297,0.51199,0.95216,0.47915,0.56526,0.31728,0.70084,4.8631,0.38921,0.80037,0.000509438,0.000509438,0.000509438
132,211.202,0.91502,3.7328,0.46571,0.83228,0.99649,0.5014,0.62558,0.50423,0.95768,0.48196,0.56602,0.30014,0.72268,4.87657,0.38796,0.80065,0.000502365,0.000502365,0.000502365
133,212.81,0.89712,3.73307,0.46578,0.80995,0.99649,0.5014,0.62558,0.50423,0.95768,0.48196,0.56602,0.30014,0.72268,4.87657,0.38796,0.80065,0.000495291,0.000495291,0.000495291
134,214.363,0.87613,3.68158,0.46052,0.82173,0.99714,0.5014,0.62837,0.50719,0.96387,0.48473,0.56778,0.30612,0.70428,4.88693,0.38558,0.79738,0.000488218,0.000488218,0.000488218
135,215.96,0.86508,3.61401,0.45117,0.81832,0.98045,0.51355,0.63505,0.5154,0.95896,0.48196,0.55533,0.31159,0.65435,4.77046,0.38149,0.79043,0.000481144,0.000481144,0.000481144
136,217.463,0.859,3.58917,0.45998,0.82274,0.98395,0.507,0.6363,0.51418,0.97015,0.48751,0.56345,0.32755,0.66153,4.75632,0.37599,0.79081,0.000474071,0.000474071,0.000474071
137,219.046,0.877,3.63861,0.46668,0.83258,0.98395,0.507,0.6363,0.51418,0.97015,0.48751,0.56345,0.32755,0.66153,4.75632,0.37599,0.79081,0.000466997,0.000466997,0.000466997
138,220.621,0.85924,3.8171,0.45185,0.8245,0.99284,0.5039,0.62629,0.50126,0.98101,0.49307,0.57348,0.33238,0.71714,4.86501,0.39406,0.79354,0.000459924,0.000459924,0.000459924
139,222.171,0.8934,3.63778,0.46152,0.83308,0.98572,0.50581,0.6393,0.50242,0.97553,0.49029,0.57747,0.32389,0.76142,4.92181,0.39934,0.79625,0.00045285,0.00045285,0.00045285
140,223.746,0.85326,3.63078,0.45527,0.81764,0.9976,0.5014,0.63213,0.5083,0.9754,0.49029,0.58478,0.33,0.75203,4.96151,0.39282,0.79393,0.000445777,0.000445777,0.000445777
141,225.335,0.8399,3.60542,0.44851,0.82333,0.9976,0.5014,0.63213,0.5083,0.9754,0.49029,0.58478,0.33,0.75203,4.96151,0.39282,0.79393,0.000438703,0.000438703,0.000438703
142,226.915,0.8213,3.47935,0.43919,0.81832,0.99764,0.5014,0.62721,0.51353,0.981,0.49307,0.59303,0.3472,0.71322,4.95885,0.37609,0.78798,0.000431629,0.000431629,0.000431629
143,228.531,0.86259,3.59637,0.44867,0.81953,0.9855,0.50584,0.6369,0.5274,0.97572,0.49029,0.5934,0.36103,0.66515,4.85437,0.37255,0.78804,0.000424556,0.000424556,0.000424556
144,230.147,0.83776,3.46045,0.43509,0.82974,0.9903,0.50826,0.64219,0.53481,0.96984,0.48751,0.59137,0.36591,0.64322,4.77676,0.3609,0.78581,0.000417482,0.000417482,0.000417482
145,231.759,0.81715,3.52037,0.43419,0.82042,0.9903,0.50826,0.64219,0.53481,0.96984,0.48751,0.59137,0.36591,0.64322,4.77676,0.3609,0.78581,0.000410409,0.000410409,0.000410409
146,233.334,0.81173,3.62549,0.43059,0.81436,0.99056,0.50868,0.64848,0.5333,0.96333,0.48473,0.58903,0.35726,0.6408,4.76656,0.36266,0.78669,0.000403335,0.000403335,0.000403335
147,234.92,0.83913,3.4701,0.43736,0.82044,0.99637,0.5014,0.64852,0.52674,0.96864,0.48751,0.59667,0.3424,0.66923,4.60758,0.37296,0.788,0.000396262,0.000396262,0.000396262
148,236.446,0.79977,3.31978,0.42299,0.82558,0.99076,0.50918,0.65821,0.52611,0.97951,0.49307,0.60369,0.35518,0.69918,4.54642,0.37405,0.7925,0.000389188,0.000389188,0.000389188
149,238.026,0.83528,3.16464,0.4361,0.82529,0.99076,0.50918,0.65821,0.52611,0.97951,0.49307,0.60369,0.35518,0.69918,4.54642,0.37405,0.7925,0.000382115,0.000382115,0.000382115
150,239.607,0.81271,3.60664,0.43604,0.81576,0.98678,0.51482,0.6524,0.52918,0.99128,0.49862,0.61451,0.37283,0.68447,4.59361,0.3807,0.79268,0.000375041,0.000375041,0.000375041
151,241.211,0.85022,3.51293,0.44881,0.81712,0.98552,0.51892,0.66668,0.54081,0.99193,0.49862,0.61854,0.38025,0.65052,4.66277,0.37823,0.78991,0.000367967,0.000367967,0.000367967
152,242.834,0.85993,3.46816,0.44938,0.81977,0.99744,0.5014,0.6524,0.53507,0.9919,0.49862,0.61485,0.38218,0.63369,4.68285,0.38172,0.78723,0.000360894,0.000360894,0.000360894
153,244.462,0.8156,3.5005,0.44375,0.8148,0.99744,0.5014,0.6524,0.53507,0.9919,0.49862,0.61485,0.38218,0.63369,4.68285,0.38172,0.78723,0.00035382,0.00035382,0.00035382
154,246.03,0.8265,3.5847,0.43244,0.82763,0.99456,0.50401,0.64458,0.52893,0.98083,0.49307,0.59757,0.36893,0.63531,4.60258,0.37347,0.78865,0.000346747,0.000346747,0.000346747
155,247.629,0.83414,3.87656,0.43678,0.803,0.99587,0.50378,0.6473,0.52271,0.97474,0.49029,0.58519,0.34085,0.66414,4.65755,0.38388,0.78988,0.000339673,0.000339673,0.000339673
156,249.25,0.8405,3.57875,0.44157,0.8111,0.99668,0.50382,0.64819,0.51443,0.91425,0.45973,0.5357,0.30262,0.69083,4.82343,0.38684,0.79031,0.0003326,0.0003326,0.0003326
157,250.849,0.86554,3.5685,0.44802,0.82044,0.99668,0.50382,0.64819,0.51443,0.91425,0.45973,0.5357,0.30262,0.69083,4.82343,0.38684,0.79031,0.000325526,0.000325526,0.000325526
158,252.429,0.79792,3.48106,0.4262,0.82539,0.99598,0.50409,0.64771,0.50836,0.91989,0.46251,0.53291,0.29551,0.70339,4.94767,0.38487,0.79024,0.000318453,0.000318453,0.000318453
159,254.018,0.81366,3.5341,0.43761,0.82032,0.99491,0.50394,0.63719,0.50008,0.94751,0.4764,0.53929,0.30174,0.72527,5.05431,0.39093,0.79375,0.000311379,0.000311379,0.000311379
160,255.638,0.84035,3.40597,0.44392,0.82231,0.98983,0.507,0.6347,0.49629,0.96996,0.48751,0.55024,0.30835,0.72442,5.05471,0.38924,0.79567,0.000304306,0.000304306,0.000304306
161,257.251,0.83704,3.60954,0.43464,0.81573,0.98983,0.507,0.6347,0.49629,0.96996,0.48751,0.55024,0.30835,0.72442,5.05471,0.38924,0.79567,0.000297232,0.000297232,0.000297232
162,258.805,0.83831,3.17945,0.43579,0.82492,0.99709,0.5014,0.63361,0.49523,0.96381,0.48473,0.54829,0.30483,0.70727,4.89318,0.38527,0.79282,0.000290158,0.000290158,0.000290158
163,260.403,0.86382,3.37983,0.44068,0.81381,0.97481,0.5098,0.63087,0.49937,0.96357,0.48473,0.55244,0.31036,0.6769,4.73136,0.37784,0.79056,0.000283085,0.000283085,0.000283085
164,261.987,0.8124,3.28635,0.4238,0.81587,0.98061,0.51002,0.62813,0.51002,0.96374,0.48473,0.56266,0.32223,0.65235,4.67933,0.37106,0.7876,0.000276011,0.000276011,0.000276011
165,263.591,0.83065,3.45041,0.4324,0.81807,0.98061,0.51002,0.62813,0.51002,0.96374,0.48473,0.56266,0.32223,0.65235,4.67933,0.37106,0.7876,0.000268938,0.000268938,0.000268938
166,265.195,0.85508,3.38423,0.43794,0.82435,0.98651,0.50659,0.63339,0.51813,0.95287,0.47918,0.55992,0.32074,0.64096,4.74831,0.36659,0.78739,0.000261864,0.000261864,0.000261864
167,266.806,0.87225,3.42386,0.44156,0.8174,0.98599,0.50657,0.63842,0.52407,0.90876,0.45696,0.52415,0.29829,0.64234,4.79434,0.36369,0.78721,0.000254791,0.000254791,0.000254791
168,268.4,0.82129,3.46345,0.42923,0.81495,0.9857,0.50659,0.63921,0.52435,0.87013,0.43746,0.49654,0.27292,0.65735,4.87815,0.36222,0.78951,0.000247717,0.000247717,0.000247717
169,270.023,0.83244,3.3582,0.42987,0.82283,0.9857,0.50659,0.63921,0.52435,0.87013,0.43746,0.49654,0.27292,0.65735,4.87815,0.36222,0.78951,0.000240644,0.000240644,0.000240644
170,271.61,0.82131,3.33811,0.43245,0.81933,0.99474,0.51198,0.64595,0.52794,0.85911,0.43189,0.49336,0.27113,0.65447,4.87981,0.35679,0.78816,0.00023357,0.00023357,0.00023357
171,273.164,0.82339,3.43347,0.42937,0.81453,0.97235,0.51246,0.64968,0.53483,0.89227,0.4486,0.51901,0.28197,0.63864,4.83705,0.35116,0.78536,0.000226497,0.000226497,0.000226497
172,274.757,0.81253,3.3688,0.425,0.81982,0.99782,0.5014,0.64004,0.53747,0.9035,0.45418,0.53723,0.31252,0.62321,4.71075,0.35066,0.78347,0.000219423,0.000219423,0.000219423
173,276.283,0.78228,3.55389,0.42213,0.81146,0.99782,0.5014,0.64004,0.53747,0.9035,0.45418,0.53723,0.31252,0.62321,4.71075,0.35066,0.78347,0.000212349,0.000212349,0.000212349
174,277.809,0.81213,3.49545,0.42472,0.82432,0.9979,0.5014,0.63391,0.54005,0.95906,0.48196,0.58445,0.33961,0.62314,4.53564,0.35162,0.78374,0.000205276,0.000205276,0.000205276
175,279.405,0.78953,3.17497,0.41962,0.81999,0.99816,0.50164,0.64517,0.54407,0.98121,0.49307,0.59991,0.35725,0.62562,4.43018,0.35774,0.78273,0.000198202,0.000198202,0.000198202
