epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,63.1124,1.22811,3.30861,0.63994,0.88266,0.97873,0.82232,0.86587,0.57895,0.96582,0.80752,0.82469,0.37126,1.04165,3.04104,0.59972,0.85777,0.00117859,0.00117859,0.00117859
34,64.9241,1.14261,2.88349,0.60993,0.88124,0.96849,0.82879,0.86399,0.5674,0.93211,0.80141,0.81182,0.33766,1.0696,3.17043,0.63465,0.86104,0.00119557,0.00119557,0.00119557
35,66.749,1.18801,3.05322,0.6265,0.87537,0.98508,0.82567,0.86094,0.56282,0.94387,0.7973,0.79276,0.31263,1.05428,3.07503,0.57054,0.85816,0.0011885,0.0011885,0.0011885
36,68.5601,1.1303,2.98661,0.60963,0.86794,0.98056,0.83086,0.86265,0.56685,0.94515,0.79892,0.80339,0.34552,1.05096,3.08153,0.56253,0.85923,0.00118143,0.00118143,0.00118143
37,70.3778,1.10906,2.91615,0.60001,0.87267,0.98056,0.83086,0.86265,0.56685,0.94515,0.79892,0.80339,0.34552,1.05096,3.08153,0.56253,0.85923,0.00117435,0.00117435,0.00117435
38,72.218,1.19439,2.98331,0.60122,0.87473,0.97575,0.82071,0.86137,0.56551,0.96506,0.81196,0.82903,0.42995,1.04851,3.11528,0.57529,0.85927,0.00116728,0.00116728,0.00116728
39,74.1086,1.15502,2.92254,0.58947,0.87703,0.95145,0.8034,0.86272,0.56725,0.86747,0.74867,0.75209,0.35689,1.03,2.94315,0.60775,0.85579,0.00116021,0.00116021,0.00116021
40,75.9668,1.0794,3.04385,0.61855,0.8634,0.90477,0.81741,0.87037,0.58887,0.91617,0.77394,0.81082,0.39349,1.03039,2.96854,0.68719,0.85628,0.00115313,0.00115313,0.00115313
41,77.8077,1.11175,2.86959,0.62392,0.87888,0.90477,0.81741,0.87037,0.58887,0.91617,0.77394,0.81082,0.39349,1.03039,2.96854,0.68719,0.85628,0.00114606,0.00114606,0.00114606
42,79.6465,1.13838,2.72097,0.61064,0.87232,0.95934,0.80646,0.86874,0.59382,0.94695,0.79851,0.8233,0.40017,0.98472,2.84104,0.61229,0.84689,0.00113898,0.00113898,0.00113898
43,81.4893,1.16214,2.90731,0.61667,0.86974,0.96368,0.82264,0.85681,0.58596,0.95456,0.8107,0.8234,0.42873,1.01266,2.666,0.59133,0.84714,0.00113191,0.00113191,0.00113191
44,83.3612,1.23877,3.16363,0.70049,0.87627,0.95498,0.81845,0.86204,0.59677,0.93843,0.79667,0.81733,0.38878,0.99504,2.72298,0.57923,0.84378,0.00112484,0.00112484,0.00112484
45,85.1842,1.14566,3.01452,0.61613,0.88878,0.95498,0.81845,0.86204,0.59677,0.93843,0.79667,0.81733,0.38878,0.99504,2.72298,0.57923,0.84378,0.00111776,0.00111776,0.00111776
46,87.0167,1.1377,2.73763,0.62301,0.86283,0.93176,0.78837,0.85589,0.57864,0.9116,0.76825,0.80933,0.36315,1.02927,2.87099,0.66967,0.85636,0.00111069,0.00111069,0.00111069
47,88.8965,1.11931,2.89876,0.59763,0.85989,0.93962,0.7818,0.85481,0.56814,0.92545,0.77165,0.82445,0.38377,1.07012,3.07703,0.70046,0.8619,0.00110362,0.00110362,0.00110362
48,90.7728,1.14465,3.0764,0.59323,0.85656,0.97028,0.78566,0.85259,0.58309,0.96099,0.77841,0.8225,0.4067,1.00619,2.88263,0.64793,0.8459,0.00109654,0.00109654,0.00109654
49,92.6286,1.06038,2.80793,0.56493,0.8585,0.97028,0.78566,0.85259,0.58309,0.96099,0.77841,0.8225,0.4067,1.00619,2.88263,0.64793,0.8459,0.00108947,0.00108947,0.00108947
50,94.4752,1.09808,2.8053,0.58346,0.85769,0.96475,0.81336,0.85501,0.59409,0.95688,0.80522,0.8234,0.45224,0.99609,2.76563,0.58736,0.83947,0.0010824,0.0010824,0.0010824
51,96.3539,1.1298,2.74546,0.59996,0.86356,0.9877,0.82955,0.86057,0.61251,0.97983,0.81878,0.82694,0.43127,0.9571,2.6997,0.54503,0.83401,0.00107532,0.00107532,0.00107532
52,98.1224,1.02871,2.56572,0.54997,0.84888,0.98879,0.83318,0.87257,0.60853,0.97541,0.81578,0.82181,0.36772,0.98082,2.70209,0.56823,0.84043,0.00106825,0.00106825,0.00106825
53,99.9396,1.0626,2.88624,0.56063,0.87226,0.98879,0.83318,0.87257,0.60853,0.97541,0.81578,0.82181,0.36772,0.98082,2.70209,0.56823,0.84043,0.00106118,0.00106118,0.00106118
54,101.712,1.06104,2.59399,0.57262,0.86303,0.98744,0.83134,0.87614,0.58879,0.96782,0.81221,0.81712,0.34772,1.03598,2.63412,0.56905,0.84869,0.0010541,0.0010541,0.0010541
55,103.497,1.02208,2.78966,0.54958,0.84612,0.98674,0.84041,0.8676,0.60612,0.97146,0.82217,0.82566,0.36929,0.97117,2.49196,0.52936,0.83878,0.00104703,0.00104703,0.00104703
56,105.3,1.04566,2.66925,0.56246,0.84834,0.98394,0.83721,0.85998,0.6171,0.98474,0.82001,0.83043,0.39127,0.92493,2.4929,0.51854,0.82943,0.00103995,0.00103995,0.00103995
57,107.183,1.09587,2.78751,0.54113,0.85944,0.98394,0.83721,0.85998,0.6171,0.98474,0.82001,0.83043,0.39127,0.92493,2.4929,0.51854,0.82943,0.00103288,0.00103288,0.00103288
58,109.027,1.07054,2.80842,0.53081,0.84713,0.99481,0.83093,0.85501,0.60656,0.97729,0.81643,0.81719,0.37462,0.95004,2.64788,0.52971,0.83466,0.00102581,0.00102581,0.00102581
59,110.854,1.0529,2.71425,0.52992,0.85733,0.98733,0.82853,0.85606,0.59771,0.98216,0.81547,0.82722,0.36988,0.98956,2.71473,0.54197,0.84126,0.00101873,0.00101873,0.00101873
60,112.666,1.12016,2.73596,0.55105,0.8502,0.97546,0.82801,0.85939,0.59654,0.96053,0.81091,0.82162,0.37612,0.98987,2.83102,0.53618,0.84376,0.00101166,0.00101166,0.00101166
61,114.455,1.07224,2.67671,0.55847,0.86321,0.97546,0.82801,0.85939,0.59654,0.96053,0.81091,0.82162,0.37612,0.98987,2.83102,0.53618,0.84376,0.00100459,0.00100459,0.00100459
62,116.285,1.09571,2.67345,0.55033,0.84751,0.98328,0.8315,0.86514,0.62145,0.9719,0.82053,0.82596,0.42595,0.91963,2.81466,0.50901,0.82939,0.000997513,0.000997513,0.000997513
63,118.118,1.026,2.94076,0.52616,0.84278,0.98668,0.83095,0.86588,0.61953,0.97881,0.82293,0.82745,0.41567,0.92826,2.58735,0.50327,0.8315,0.00099044,0.00099044,0.00099044
64,119.904,1.11704,2.82071,0.55477,0.85985,0.98949,0.82838,0.86749,0.61161,0.97727,0.81242,0.82312,0.38071,0.94213,2.56571,0.51051,0.83733,0.000983366,0.000983366,0.000983366
65,121.694,1.09624,2.74324,0.54573,0.8477,0.98949,0.82838,0.86749,0.61161,0.97727,0.81242,0.82312,0.38071,0.94213,2.56571,0.51051,0.83733,0.000976293,0.000976293,0.000976293
66,123.491,1.01659,2.88734,0.52903,0.84262,0.98604,0.83263,0.87394,0.6236,0.97517,0.82225,0.8318,0.40644,0.91932,2.53917,0.49999,0.83189,0.000969219,0.000969219,0.000969219
67,125.276,1.03822,2.7516,0.52462,0.85197,0.98311,0.83313,0.87637,0.62284,0.96844,0.8218,0.83143,0.41996,0.91787,2.61971,0.49234,0.83196,0.000962146,0.000962146,0.000962146
68,127.062,1.00674,2.73917,0.51256,0.85737,0.9861,0.83145,0.86695,0.59317,0.96215,0.8154,0.81973,0.41818,0.95484,2.62438,0.50554,0.8375,0.000955072,0.000955072,0.000955072
69,128.842,1.02816,2.84399,0.53893,0.85618,0.9861,0.83145,0.86695,0.59317,0.96215,0.8154,0.81973,0.41818,0.95484,2.62438,0.50554,0.8375,0.000947999,0.000947999,0.000947999
70,130.657,1.07064,2.72019,0.54193,0.84432,0.97994,0.82522,0.86364,0.58805,0.94913,0.80203,0.81112,0.38801,0.98625,2.54768,0.51825,0.84192,0.000940925,0.000940925,0.000940925
71,132.408,1.0598,2.48778,0.53367,0.85176,0.97346,0.82768,0.8627,0.61156,0.9557,0.81424,0.82232,0.38619,0.93816,2.44336,0.50163,0.83214,0.000933851,0.000933851,0.000933851
72,134.185,1.03112,2.57329,0.5198,0.84116,0.98738,0.83304,0.86647,0.62875,0.97599,0.82198,0.82734,0.40905,0.89421,2.46129,0.4875,0.82594,0.000926778,0.000926778,0.000926778
73,135.954,1.08012,2.80859,0.5495,0.86362,0.98738,0.83304,0.86647,0.62875,0.97599,0.82198,0.82734,0.40905,0.89421,2.46129,0.4875,0.82594,0.000919704,0.000919704,0.000919704
74,137.763,1.0624,2.52974,0.53017,0.84935,0.98864,0.83275,0.86839,0.62674,0.97504,0.82026,0.82849,0.40654,0.90027,2.39733,0.48187,0.82752,0.000912631,0.000912631,0.000912631
75,139.535,1.01459,2.6269,0.52007,0.8428,0.99237,0.83075,0.86531,0.60817,0.97759,0.8179,0.82871,0.37983,0.96784,2.40863,0.50741,0.83794,0.000905557,0.000905557,0.000905557
76,141.288,1.02998,2.38422,0.52828,0.85561,0.99161,0.82827,0.8673,0.62567,0.98394,0.81849,0.83296,0.41377,0.91534,2.44193,0.49874,0.82824,0.000898484,0.000898484,0.000898484
77,143.081,1.08114,2.80538,0.53457,0.85742,0.99161,0.82827,0.8673,0.62567,0.98394,0.81849,0.83296,0.41377,0.91534,2.44193,0.49874,0.82824,0.00089141,0.00089141,0.00089141
78,144.83,1.00666,2.5768,0.52197,0.84466,0.99189,0.82836,0.87652,0.6252,0.986,0.82371,0.83877,0.4532,0.92898,2.689,0.50014,0.83119,0.000884337,0.000884337,0.000884337
79,146.638,1.06441,2.80726,0.53317,0.85085,0.98814,0.83053,0.881,0.60736,0.97725,0.81683,0.83861,0.4458,0.98782,2.81539,0.51213,0.83988,0.000877263,0.000877263,0.000877263
80,148.43,0.9909,2.83424,0.51351,0.85481,0.99129,0.82746,0.88604,0.62127,0.96236,0.81032,0.82545,0.4104,0.94714,2.55621,0.50816,0.83338,0.00087019,0.00087019,0.00087019
81,150.193,1.00133,2.64482,0.51304,0.85176,0.99129,0.82746,0.88604,0.62127,0.96236,0.81032,0.82545,0.4104,0.94714,2.55621,0.50816,0.83338,0.000863116,0.000863116,0.000863116
82,151.975,1.06208,2.61499,0.52588,0.84271,0.99326,0.82779,0.88645,0.64634,0.97455,0.81444,0.82688,0.41152,0.89199,2.46309,0.49096,0.82629,0.000856042,0.000856042,0.000856042
83,153.767,0.98329,2.42357,0.50823,0.84551,0.99166,0.82532,0.88058,0.64179,0.98521,0.8186,0.83392,0.44122,0.88577,2.41317,0.47998,0.82594,0.000848969,0.000848969,0.000848969
84,155.606,1.00331,2.56994,0.50884,0.84351,0.99646,0.82889,0.87235,0.64053,0.99016,0.8238,0.83575,0.42902,0.87265,2.41347,0.46346,0.82426,0.000841895,0.000841895,0.000841895
85,157.382,1.00008,2.56577,0.50305,0.84408,0.99646,0.82889,0.87235,0.64053,0.99016,0.8238,0.83575,0.42902,0.87265,2.41347,0.46346,0.82426,0.000834822,0.000834822,0.000834822
86,159.128,0.99654,2.65198,0.4964,0.84665,0.99402,0.82746,0.86774,0.63335,0.99131,0.81967,0.83445,0.41509,0.88979,2.44826,0.46562,0.82641,0.000827748,0.000827748,0.000827748
87,160.896,0.99244,2.67508,0.48853,0.84818,0.99646,0.83492,0.8646,0.63237,0.98814,0.82708,0.83901,0.43539,0.89827,2.41403,0.4579,0.82746,0.000820675,0.000820675,0.000820675
88,162.634,0.98469,2.43332,0.49184,0.84462,0.9953,0.83286,0.86607,0.63108,0.9882,0.82699,0.84011,0.43425,0.90084,2.4163,0.46621,0.82644,0.000813601,0.000813601,0.000813601
89,164.414,0.99265,2.50163,0.50799,0.84594,0.9953,0.83286,0.86607,0.63108,0.9882,0.82699,0.84011,0.43425,0.90084,2.4163,0.46621,0.82644,0.000806528,0.000806528,0.000806528
90,166.153,0.95923,2.61489,0.48575,0.85913,0.99443,0.83317,0.87079,0.6411,0.97618,0.81966,0.83575,0.4173,0.89335,2.47866,0.45917,0.82405,0.000799454,0.000799454,0.000799454
91,167.927,1.04105,2.66417,0.5115,0.84187,1,0.82855,0.87529,0.6513,0.99455,0.82379,0.84481,0.42308,0.86368,2.41051,0.4475,0.81967,0.00079238,0.00079238,0.00079238
92,169.629,0.93742,2.35205,0.48191,0.84709,0.9912,0.82901,0.87946,0.65359,0.97994,0.82122,0.84652,0.45415,0.85581,2.25559,0.4573,0.81811,0.000785307,0.000785307,0.000785307
93,171.451,1.00051,2.46203,0.5115,0.83744,0.9912,0.82901,0.87946,0.65359,0.97994,0.82122,0.84652,0.45415,0.85581,2.25559,0.4573,0.81811,0.000778233,0.000778233,0.000778233
94,173.245,0.97525,2.37929,0.4982,0.84025,0.99846,0.83204,0.89377,0.64593,0.98996,0.82592,0.84605,0.4428,0.90018,2.33036,0.45529,0.82532,0.00077116,0.00077116,0.00077116
95,175.029,1.00095,2.52588,0.49571,0.83501,0.99392,0.84102,0.90235,0.65725,0.98844,0.82447,0.84373,0.41972,0.89678,2.45305,0.4609,0.82513,0.000764086,0.000764086,0.000764086
96,176.783,0.97845,2.5288,0.50145,0.84416,0.98823,0.84053,0.9065,0.66326,0.98946,0.82388,0.84233,0.41254,0.87096,2.39108,0.45644,0.82113,0.000757013,0.000757013,0.000757013
97,178.568,0.98444,2.47289,0.4901,0.84034,0.98823,0.84053,0.9065,0.66326,0.98946,0.82388,0.84233,0.41254,0.87096,2.39108,0.45644,0.82113,0.000749939,0.000749939,0.000749939
98,180.363,1.03098,2.55327,0.5016,0.85604,0.99663,0.83333,0.90052,0.66493,0.99511,0.83156,0.84618,0.44535,0.85884,2.37878,0.45628,0.8204,0.000742866,0.000742866,0.000742866
99,182.206,0.96816,2.51606,0.48391,0.84227,0.99907,0.83366,0.90167,0.64955,0.99662,0.83156,0.84617,0.46164,0.91367,2.48766,0.46432,0.8294,0.000735792,0.000735792,0.000735792
100,183.979,1.03696,2.57624,0.49871,0.83661,0.99815,0.83266,0.8952,0.64181,0.99606,0.83052,0.84359,0.44169,0.91428,2.36219,0.46215,0.82987,0.000728719,0.000728719,0.000728719
101,185.763,1.03445,2.51884,0.49907,0.8296,0.99815,0.83266,0.8952,0.64181,0.99606,0.83052,0.84359,0.44169,0.91428,2.36219,0.46215,0.82987,0.000721645,0.000721645,0.000721645
102,187.523,0.99502,2.49189,0.48623,0.84922,0.99469,0.8342,0.89291,0.65091,0.99029,0.82436,0.83783,0.40976,0.85502,2.2846,0.45133,0.823,0.000714571,0.000714571,0.000714571
103,189.308,0.98362,2.40631,0.49043,0.84447,0.99545,0.83511,0.89575,0.65897,0.98791,0.82544,0.83948,0.40892,0.85356,2.3508,0.45139,0.82365,0.000707498,0.000707498,0.000707498
104,191.078,1.02663,2.41748,0.49196,0.83338,0.99569,0.83181,0.89202,0.65202,0.98949,0.82596,0.84623,0.42638,0.88857,2.67009,0.4552,0.82926,0.000700424,0.000700424,0.000700424
105,192.838,0.97265,2.61341,0.4867,0.84508,0.99569,0.83181,0.89202,0.65202,0.98949,0.82596,0.84623,0.42638,0.88857,2.67009,0.4552,0.82926,0.000693351,0.000693351,0.000693351
106,194.624,0.98768,2.67372,0.48176,0.83078,0.99624,0.82594,0.89374,0.66097,0.99112,0.82189,0.84835,0.42913,0.86761,2.55438,0.44969,0.82673,0.000686277,0.000686277,0.000686277
107,196.402,0.96174,2.54383,0.48556,0.83073,0.99548,0.82879,0.89063,0.66646,0.98945,0.81916,0.84799,0.41675,0.83967,2.19508,0.441,0.82304,0.000679204,0.000679204,0.000679204
108,198.161,0.98413,2.36202,0.48639,0.8504,0.99777,0.82896,0.88677,0.65799,0.98432,0.81742,0.84427,0.40012,0.85883,2.15574,0.44538,0.82361,0.00067213,0.00067213,0.00067213
109,199.952,0.97745,2.55745,0.49085,0.83371,0.99777,0.82896,0.88677,0.65799,0.98432,0.81742,0.84427,0.40012,0.85883,2.15574,0.44538,0.82361,0.000665057,0.000665057,0.000665057
110,201.741,0.96377,2.58812,0.48137,0.84793,0.99986,0.82867,0.88351,0.65196,0.99084,0.82205,0.84684,0.39684,0.86956,2.17184,0.44328,0.82274,0.000657983,0.000657983,0.000657983
111,203.521,1.02385,2.59378,0.49006,0.8352,0.99302,0.83333,0.88395,0.66283,0.98854,0.8292,0.8474,0.42679,0.83093,2.24039,0.43974,0.81524,0.000650909,0.000650909,0.000650909
112,205.273,0.95889,2.49731,0.48891,0.84523,0.99693,0.83264,0.88521,0.66189,0.99222,0.82805,0.84474,0.44785,0.82174,2.23039,0.43467,0.81288,0.000643836,0.000643836,0.000643836
113,207.048,0.98489,2.53093,0.48415,0.82926,0.99693,0.83264,0.88521,0.66189,0.99222,0.82805,0.84474,0.44785,0.82174,2.23039,0.43467,0.81288,0.000636762,0.000636762,0.000636762
114,208.842,0.9226,2.51769,0.47354,0.82457,0.99489,0.83171,0.87929,0.66455,0.97895,0.82215,0.83935,0.43822,0.8194,2.1873,0.4374,0.81396,0.000629689,0.000629689,0.000629689
115,210.571,0.93634,2.44894,0.47686,0.83936,0.99442,0.8301,0.87941,0.66061,0.97676,0.81635,0.83666,0.40605,0.83109,2.2082,0.4432,0.8168,0.000622615,0.000622615,0.000622615
116,212.336,0.94796,2.58843,0.48024,0.82689,0.99063,0.83326,0.88228,0.65819,0.97872,0.82138,0.83927,0.39103,0.8562,2.20119,0.44945,0.82043,0.000615542,0.000615542,0.000615542
117,214.124,0.93074,2.22259,0.47768,0.82272,0.99063,0.83326,0.88228,0.65819,0.97872,0.82138,0.83927,0.39103,0.8562,2.20119,0.44945,0.82043,0.000608468,0.000608468,0.000608468
118,215.872,0.92848,2.30984,0.47128,0.83744,0.98946,0.83345,0.88371,0.65587,0.97909,0.81823,0.83689,0.39383,0.87284,2.22563,0.44968,0.82282,0.000601395,0.000601395,0.000601395
119,217.658,0.95631,2.30482,0.48234,0.84704,0.99689,0.83418,0.88355,0.66145,0.98178,0.82356,0.84059,0.39614,0.84283,2.15723,0.44328,0.81868,0.000594321,0.000594321,0.000594321
120,219.417,0.91689,2.55359,0.47067,0.83828,0.99517,0.83349,0.88191,0.66111,0.98,0.82175,0.84119,0.39049,0.83803,2.14473,0.43893,0.81879,0.000587248,0.000587248,0.000587248
121,221.135,0.89428,2.30571,0.47025,0.84169,0.99517,0.83349,0.88191,0.66111,0.98,0.82175,0.84119,0.39049,0.83803,2.14473,0.43893,0.81879,0.000580174,0.000580174,0.000580174
122,222.929,0.94508,2.35544,0.46573,0.83574,0.99519,0.83434,0.88608,0.66129,0.96552,0.81356,0.83223,0.38897,0.82516,2.10728,0.43953,0.81618,0.0005731,0.0005731,0.0005731
123,224.695,0.93856,2.19182,0.46727,0.84196,0.9973,0.83086,0.89271,0.67344,0.97533,0.81826,0.84057,0.41312,0.79235,2.05029,0.42904,0.81172,0.000566027,0.000566027,0.000566027
124,226.429,0.88459,2.30966,0.45703,0.83222,0.99709,0.83121,0.89046,0.68083,0.97906,0.82081,0.84602,0.43628,0.78015,2.06222,0.42515,0.81178,0.000558953,0.000558953,0.000558953
125,228.247,0.86971,2.40136,0.45231,0.82813,0.99709,0.83121,0.89046,0.68083,0.97906,0.82081,0.84602,0.43628,0.78015,2.06222,0.42515,0.81178,0.00055188,0.00055188,0.00055188
126,230.057,0.87814,2.3155,0.4535,0.83052,0.99578,0.83326,0.89031,0.67464,0.98428,0.82195,0.85003,0.42983,0.79691,2.12027,0.4265,0.81401,0.000544806,0.000544806,0.000544806
127,231.836,0.88531,2.22829,0.46285,0.82776,0.99916,0.83339,0.88856,0.67945,0.9885,0.82543,0.84903,0.42196,0.78632,2.09189,0.4278,0.81295,0.000537733,0.000537733,0.000537733
128,233.589,0.89885,2.35739,0.45766,0.8193,0.99902,0.83388,0.89083,0.68494,0.99335,0.82979,0.85275,0.43159,0.77873,2.10038,0.41701,0.81238,0.000530659,0.000530659,0.000530659
129,235.39,0.8912,2.35437,0.46427,0.82753,0.99902,0.83388,0.89083,0.68494,0.99335,0.82979,0.85275,0.43159,0.77873,2.10038,0.41701,0.81238,0.000523586,0.000523586,0.000523586
130,237.19,0.82872,2.35126,0.43948,0.83149,0.99491,0.83543,0.89507,0.68568,0.98312,0.82559,0.84525,0.44259,0.77798,2.02381,0.41669,0.8129,0.000516512,0.000516512,0.000516512
