epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,40.7733,1.1299,4.69692,0.6786,0.8727,0.75548,0.48887,0.50008,0.31941,0.6055,0.36914,0.29034,0.12315,1.17032,5.0404,0.85484,0.90697,0.000684521,0.000684521,0.000684521
21,42.6347,1.16619,4.67173,0.66471,0.88529,0.70971,0.48362,0.46141,0.2955,0.56268,0.38029,0.27146,0.11252,1.18107,5.03582,1.08762,0.91386,0.000710556,0.000710556,0.000710556
22,44.512,1.16457,4.38234,0.67933,0.89247,0.63409,0.48198,0.43054,0.29939,0.56593,0.42326,0.30117,0.14351,0.99571,4.94437,2.18631,0.86684,0.000735742,0.000735742,0.000735742
23,46.3504,1.11931,4.35315,0.6566,0.86873,0.68883,0.49634,0.46978,0.33575,0.6407,0.45115,0.36477,0.19306,0.94261,4.67119,1.95509,0.85287,0.000760079,0.000760079,0.000760079
24,48.2209,1.07725,4.17189,0.63785,0.86597,0.86797,0.50162,0.61755,0.41435,0.86339,0.45155,0.49382,0.25343,1.0215,4.87231,0.6799,0.86787,0.000783568,0.000783568,0.000783568
25,50.0825,0.98542,4.13901,0.59839,0.88172,0.89534,0.53146,0.65076,0.41039,0.8495,0.4616,0.48887,0.23055,1.08317,4.76181,0.6241,0.87061,0.000806208,0.000806208,0.000806208
26,51.9348,1.13558,4.54813,0.62986,0.86835,0.89553,0.56239,0.67246,0.43721,0.78603,0.41311,0.419,0.20366,0.99712,4.55337,0.61676,0.85156,0.000827998,0.000827998,0.000827998
27,53.7727,1.05606,4.41831,0.62401,0.87573,0.91759,0.54917,0.68627,0.46893,0.90333,0.45984,0.49005,0.26047,0.97419,4.42539,0.60216,0.85307,0.00084894,0.00084894,0.00084894
28,55.6423,1.08828,4.40757,0.64198,0.89909,0.91966,0.50553,0.63353,0.42904,0.69423,0.26704,0.26831,0.12983,0.99122,5.0833,0.76153,0.85246,0.000869033,0.000869033,0.000869033
29,57.4899,1.04928,4.47714,0.62834,0.87742,0.91966,0.50553,0.63353,0.42904,0.69423,0.26704,0.26831,0.12983,0.99122,5.0833,0.76153,0.85246,0.000888278,0.000888278,0.000888278
30,59.3578,1.1254,4.43097,0.61084,0.85622,0.89666,0.54763,0.65206,0.43159,0.43889,0.21394,0.18174,0.08717,1.043,5.26855,0.62627,0.86139,0.000906673,0.000906673,0.000906673
31,61.1888,1.06652,4.43054,0.60299,0.8567,0.82134,0.48991,0.58543,0.36445,0.41688,0.15679,0.12732,0.05941,1.18736,5.63525,0.74311,0.8875,0.00092422,0.00092422,0.00092422
32,63.0369,1.08217,4.26306,0.60053,0.89108,0.84024,0.41059,0.49612,0.30357,0.53039,0.17389,0.14178,0.06283,1.26182,5.21925,0.87421,0.91433,0.000940918,0.000940918,0.000940918
33,64.911,1.05487,4.53762,0.61342,0.86863,0.84024,0.41059,0.49612,0.30357,0.53039,0.17389,0.14178,0.06283,1.26182,5.21925,0.87421,0.91433,0.000956767,0.000956767,0.000956767
34,66.7706,1.05585,4.26339,0.60103,0.87413,0.8117,0.41882,0.51429,0.32115,0.73065,0.24824,0.25729,0.10488,1.26308,4.76495,0.93297,0.91813,0.000962146,0.000962146,0.000962146
35,68.6399,1.00178,4.29538,0.58255,0.85984,0.77462,0.52277,0.58545,0.37825,0.7806,0.30114,0.32359,0.13846,1.17755,4.4335,0.80804,0.89303,0.000947999,0.000947999,0.000947999
36,70.4773,1.02839,4.11215,0.60478,0.85678,0.85686,0.56141,0.64219,0.4388,0.81759,0.39396,0.40806,0.1968,1.02578,4.18603,0.62368,0.85975,0.000933851,0.000933851,0.000933851
37,72.332,1.0144,4.19227,0.57804,0.85504,0.85686,0.56141,0.64219,0.4388,0.81759,0.39396,0.40806,0.1968,1.02578,4.18603,0.62368,0.85975,0.000919704,0.000919704,0.000919704
38,74.1544,1.07868,4.24154,0.6035,0.85189,0.90796,0.53815,0.643,0.45859,0.80592,0.43189,0.44731,0.23102,0.91381,4.24301,0.59718,0.83575,0.000905557,0.000905557,0.000905557
39,75.9786,0.97034,4.29563,0.54283,0.84497,0.85514,0.53674,0.65795,0.45577,0.72937,0.4014,0.43587,0.22323,0.94727,4.2808,0.68495,0.83758,0.00089141,0.00089141,0.00089141
40,77.8099,1.035,4.05948,0.57392,0.86068,0.85791,0.48631,0.61651,0.44299,0.72167,0.39053,0.42455,0.22457,0.90472,4.29158,0.67912,0.83267,0.000877263,0.000877263,0.000877263
41,79.6516,1.04324,4.11928,0.57558,0.86977,0.85791,0.48631,0.61651,0.44299,0.72167,0.39053,0.42455,0.22457,0.90472,4.29158,0.67912,0.83267,0.000863116,0.000863116,0.000863116
42,81.4802,0.98428,4.10461,0.57383,0.8564,0.76097,0.51795,0.56215,0.39714,0.62704,0.36728,0.33022,0.15575,0.93816,4.2443,0.68646,0.83888,0.000848969,0.000848969,0.000848969
43,83.3678,1.01666,4.08262,0.57156,0.83887,0.77491,0.53701,0.63118,0.44387,0.57754,0.32752,0.29247,0.12671,0.94846,4.1947,0.69202,0.83756,0.000834822,0.000834822,0.000834822
44,85.2196,1.02045,4.13051,0.55926,0.84744,0.85928,0.57092,0.6684,0.46227,0.6498,0.37206,0.35368,0.15856,0.94412,4.33133,0.65697,0.83656,0.000820675,0.000820675,0.000820675
45,87.0425,1.04407,4.04816,0.56253,0.87235,0.85928,0.57092,0.6684,0.46227,0.6498,0.37206,0.35368,0.15856,0.94412,4.33133,0.65697,0.83656,0.000806528,0.000806528,0.000806528
46,88.9395,1.00811,4.11659,0.54954,0.84861,0.82835,0.57452,0.6723,0.44821,0.64468,0.40704,0.42143,0.19957,1.00349,4.78356,0.71463,0.85147,0.00079238,0.00079238,0.00079238
47,90.7756,1.03684,4.27999,0.55271,0.85602,0.83632,0.56143,0.67375,0.43477,0.69976,0.42613,0.44258,0.2083,1.02266,4.51763,0.7374,0.85944,0.000778233,0.000778233,0.000778233
48,92.6615,1.05941,4.06594,0.55486,0.84328,0.8377,0.54836,0.67251,0.4369,0.71431,0.41776,0.44722,0.21109,1.03028,4.44257,0.72526,0.86139,0.000764086,0.000764086,0.000764086
49,94.487,0.9298,4.05821,0.52932,0.84054,0.8377,0.54836,0.67251,0.4369,0.71431,0.41776,0.44722,0.21109,1.03028,4.44257,0.72526,0.86139,0.000749939,0.000749939,0.000749939
50,96.3497,0.99753,3.93647,0.53787,0.84858,0.84574,0.59464,0.71724,0.4748,0.72023,0.43508,0.473,0.24341,0.97822,4.66502,0.62698,0.85448,0.000735792,0.000735792,0.000735792
51,98.1627,0.97883,3.99244,0.54491,0.84499,0.92212,0.60001,0.71869,0.4829,0.70089,0.41804,0.42366,0.2257,0.97315,5.43175,0.59401,0.85089,0.000721645,0.000721645,0.000721645
52,99.9748,0.9502,3.96166,0.52543,0.85164,0.93335,0.59487,0.69654,0.47055,0.6469,0.40251,0.38933,0.21745,0.9488,5.9415,0.59154,0.84492,0.000707498,0.000707498,0.000707498
53,101.813,0.98023,4.15514,0.54485,0.85922,0.93335,0.59487,0.69654,0.47055,0.6469,0.40251,0.38933,0.21745,0.9488,5.9415,0.59154,0.84492,0.000693351,0.000693351,0.000693351
54,103.644,0.98014,4.00557,0.53559,0.85472,0.94051,0.56872,0.68274,0.46779,0.67118,0.3978,0.37815,0.20741,0.93834,5.35273,0.62148,0.83953,0.000679204,0.000679204,0.000679204
55,105.46,0.96915,4.04336,0.53496,0.8464,0.93868,0.56185,0.677,0.46079,0.78997,0.44309,0.42388,0.22522,0.99476,5.25487,0.66999,0.85189,0.000665057,0.000665057,0.000665057
56,107.275,0.96893,4.11192,0.53302,0.84691,0.92735,0.56877,0.69039,0.45688,0.81597,0.46387,0.43963,0.23028,1.00601,5.39576,0.6901,0.85466,0.000650909,0.000650909,0.000650909
57,109.14,0.9774,3.96106,0.52295,0.84393,0.92735,0.56877,0.69039,0.45688,0.81597,0.46387,0.43963,0.23028,1.00601,5.39576,0.6901,0.85466,0.000636762,0.000636762,0.000636762
58,111.016,0.99235,3.92811,0.52242,0.84248,0.91839,0.60314,0.7224,0.48599,0.81926,0.48515,0.46042,0.23764,0.91386,4.76516,0.64766,0.83708,0.000622615,0.000622615,0.000622615
59,112.848,0.99024,3.88169,0.53462,0.8459,0.89211,0.60435,0.70816,0.48515,0.74651,0.45385,0.44333,0.22451,0.89679,4.77872,0.61539,0.8328,0.000608468,0.000608468,0.000608468
60,114.695,0.96544,3.72969,0.5348,0.83693,0.87894,0.58625,0.67618,0.45217,0.6104,0.37954,0.34117,0.17206,0.93567,5.31126,0.62788,0.84132,0.000594321,0.000594321,0.000594321
61,116.514,0.96159,3.89102,0.53306,0.85493,0.87894,0.58625,0.67618,0.45217,0.6104,0.37954,0.34117,0.17206,0.93567,5.31126,0.62788,0.84132,0.000580174,0.000580174,0.000580174
62,118.332,0.98816,3.84116,0.52919,0.84602,0.92832,0.56825,0.6747,0.45376,0.51656,0.32681,0.27114,0.13703,0.94766,4.93625,0.59903,0.84797,0.000566027,0.000566027,0.000566027
63,120.154,0.91333,3.78291,0.50851,0.84116,0.95846,0.54229,0.67318,0.47154,0.6236,0.3331,0.27752,0.13834,0.8765,4.14471,0.54955,0.83642,0.00055188,0.00055188,0.00055188
64,121.978,0.96589,3.93216,0.50881,0.84303,0.93114,0.53489,0.67633,0.49158,0.70886,0.36633,0.34081,0.17146,0.81995,3.77577,0.52705,0.82326,0.000537733,0.000537733,0.000537733
65,123.787,0.9899,3.71319,0.52474,0.83986,0.93114,0.53489,0.67633,0.49158,0.70886,0.36633,0.34081,0.17146,0.81995,3.77577,0.52705,0.82326,0.000523586,0.000523586,0.000523586
66,125.635,0.9405,3.86565,0.51095,0.83053,0.87907,0.56606,0.68919,0.50819,0.82192,0.42911,0.43864,0.23362,0.81254,3.73885,0.50827,0.82117,0.000509438,0.000509438,0.000509438
67,127.519,0.90059,4.18944,0.50954,0.83515,0.97161,0.55672,0.70333,0.52105,0.86922,0.47215,0.48425,0.27421,0.81251,3.90602,0.50046,0.82185,0.000495291,0.000495291,0.000495291
68,129.366,0.96045,4.33308,0.52935,0.86234,0.96869,0.56261,0.7155,0.52733,0.88269,0.48789,0.50779,0.29474,0.82544,3.97099,0.49987,0.82396,0.000481144,0.000481144,0.000481144
69,131.311,1.02164,4.10191,0.51641,0.85931,0.96869,0.56261,0.7155,0.52733,0.88269,0.48789,0.50779,0.29474,0.82544,3.97099,0.49987,0.82396,0.000466997,0.000466997,0.000466997
70,133.237,0.97151,3.91103,0.52125,0.84072,0.96152,0.58403,0.73547,0.54208,0.87372,0.49267,0.51929,0.29049,0.83322,3.77042,0.50097,0.82526,0.00045285,0.00045285,0.00045285
71,135.119,0.9472,3.83615,0.5144,0.84277,0.96553,0.61476,0.75698,0.56092,0.85376,0.4918,0.51666,0.28452,0.83663,3.63889,0.48735,0.82634,0.000438703,0.000438703,0.000438703
72,137.137,0.98197,3.85403,0.52018,0.83547,0.94926,0.64261,0.75705,0.56005,0.76087,0.46891,0.48297,0.27408,0.83261,3.67794,0.49006,0.82713,0.000424556,0.000424556,0.000424556
73,138.762,0.95441,3.79143,0.50997,0.84583,0.94926,0.64261,0.75705,0.56005,0.76087,0.46891,0.48297,0.27408,0.83261,3.67794,0.49006,0.82713,0.000410409,0.000410409,0.000410409
74,140.567,0.94343,3.96404,0.50848,0.8416,0.93734,0.66033,0.75531,0.55579,0.73007,0.46657,0.4748,0.26693,0.81482,3.72848,0.48618,0.8245,0.000396262,0.000396262,0.000396262
75,142.413,0.93514,3.71585,0.49809,0.83806,0.93681,0.65569,0.75551,0.56061,0.82699,0.45731,0.49357,0.26897,0.82771,3.56359,0.47254,0.82313,0.000382115,0.000382115,0.000382115
76,144.167,0.91381,3.70121,0.49627,0.83299,0.9408,0.64931,0.76636,0.56693,0.86929,0.45294,0.50474,0.27221,0.83726,3.36933,0.46929,0.82396,0.000367967,0.000367967,0.000367967
77,145.992,0.97227,3.57782,0.5075,0.83957,0.9408,0.64931,0.76636,0.56693,0.86929,0.45294,0.50474,0.27221,0.83726,3.36933,0.46929,0.82396,0.00035382,0.00035382,0.00035382
78,147.881,0.87695,3.80015,0.4858,0.83472,0.94162,0.63111,0.76017,0.55389,0.89097,0.45012,0.50465,0.27012,0.86983,3.51201,0.47292,0.82967,0.000339673,0.000339673,0.000339673
79,149.56,0.98503,3.8172,0.50591,0.84327,0.92452,0.61229,0.74498,0.54063,0.92075,0.45764,0.51809,0.28573,0.87919,3.60349,0.47045,0.83034,0.000325526,0.000325526,0.000325526
80,151.366,0.97378,4.00327,0.50197,0.84523,0.91409,0.59682,0.74086,0.5401,0.93223,0.46183,0.52818,0.29604,0.85063,3.57667,0.46076,0.82657,0.000311379,0.000311379,0.000311379
81,153.176,0.90872,3.85005,0.48027,0.83699,0.91409,0.59682,0.74086,0.5401,0.93223,0.46183,0.52818,0.29604,0.85063,3.57667,0.46076,0.82657,0.000297232,0.000297232,0.000297232
82,154.961,0.93208,3.89502,0.48971,0.83603,0.91117,0.59084,0.73704,0.54235,0.93308,0.46687,0.53339,0.29466,0.83324,3.56721,0.45245,0.82217,0.000283085,0.000283085,0.000283085
83,156.744,0.89172,3.67917,0.47833,0.83595,0.93702,0.59085,0.73984,0.55001,0.92834,0.47694,0.54521,0.29802,0.82082,3.51484,0.4434,0.82006,0.000268938,0.000268938,0.000268938
84,158.597,0.91107,3.54625,0.47748,0.83599,0.93413,0.60544,0.74657,0.56054,0.91106,0.48917,0.54579,0.29735,0.80175,3.44303,0.43566,0.81827,0.000254791,0.000254791,0.000254791
85,160.451,0.88798,3.66293,0.47828,0.83355,0.93413,0.60544,0.74657,0.56054,0.91106,0.48917,0.54579,0.29735,0.80175,3.44303,0.43566,0.81827,0.000240644,0.000240644,0.000240644
86,162.346,0.86596,3.33772,0.4592,0.8328,0.93836,0.6247,0.75404,0.56803,0.90616,0.49775,0.54651,0.29774,0.79352,3.40276,0.43234,0.81779,0.000226497,0.000226497,0.000226497
87,164.208,0.87857,3.5153,0.47107,0.84049,0.93819,0.62309,0.74977,0.56643,0.89608,0.49958,0.54425,0.30082,0.797,3.38204,0.43546,0.81795,0.000212349,0.000212349,0.000212349
88,166.03,0.90414,3.39331,0.47656,0.83712,0.93977,0.62525,0.7458,0.56859,0.87394,0.49368,0.54337,0.30425,0.78108,3.33071,0.43224,0.81585,0.000198202,0.000198202,0.000198202
89,167.884,0.87695,3.54131,0.47678,0.83686,0.93977,0.62525,0.7458,0.56859,0.87394,0.49368,0.54337,0.30425,0.78108,3.33071,0.43224,0.81585,0.000184055,0.000184055,0.000184055
90,169.763,0.89725,3.43848,0.47558,0.84747,0.96499,0.61089,0.73549,0.56528,0.84773,0.48079,0.52918,0.2939,0.77867,3.32042,0.43287,0.81584,0.000169908,0.000169908,0.000169908
91,172.216,0.85116,3.41742,0.45928,0.84222,0.97828,0.5979,0.71993,0.55129,0.81838,0.46237,0.49417,0.27168,0.79222,3.32358,0.43728,0.8176,0.000155761,0.000155761,0.000155761
92,173.874,0.88129,3.55615,0.46541,0.85609,0.97613,0.58981,0.7095,0.54098,0.81309,0.44675,0.47542,0.25834,0.80152,3.36392,0.43737,0.81865,0.000141614,0.000141614,0.000141614
93,175.611,0.87766,3.63292,0.46044,0.84881,0.97613,0.58981,0.7095,0.54098,0.81309,0.44675,0.47542,0.25834,0.80152,3.36392,0.43737,0.81865,0.000127467,0.000127467,0.000127467
94,177.458,0.87041,3.61409,0.45759,0.85499,0.96779,0.58467,0.70765,0.54051,0.81139,0.43979,0.46778,0.25518,0.79138,3.37097,0.43427,0.81771,0.00011332,0.00011332,0.00011332
95,179.01,0.87148,3.55568,0.46556,0.84523,0.96421,0.5767,0.70457,0.54031,0.81572,0.44004,0.46835,0.25807,0.7819,3.38057,0.43087,0.81621,9.91726e-05,9.91726e-05,9.91726e-05
96,180.82,0.8141,3.5395,0.45011,0.83167,0.93688,0.58616,0.70396,0.54309,0.82898,0.44507,0.47557,0.26479,0.77474,3.38747,0.42934,0.81415,8.50255e-05,8.50255e-05,8.50255e-05
97,182.354,0.81631,3.52659,0.44291,0.83773,0.93688,0.58616,0.70396,0.54309,0.82898,0.44507,0.47557,0.26479,0.77474,3.38747,0.42934,0.81415,7.08784e-05,7.08784e-05,7.08784e-05
98,184.041,0.85805,3.63896,0.4532,0.83699,0.94212,0.58269,0.70537,0.54491,0.84006,0.45053,0.48817,0.27215,0.76916,3.37084,0.42717,0.81327,5.67313e-05,5.67313e-05,5.67313e-05
99,185.752,0.80173,3.50135,0.44317,0.8339,0.94064,0.57909,0.70561,0.54543,0.84853,0.45206,0.49588,0.27576,0.76406,3.36536,0.42524,0.81204,4.25842e-05,4.25842e-05,4.25842e-05
100,187.426,0.86234,3.58044,0.45874,0.8355,0.944,0.57983,0.70515,0.5458,0.85176,0.45458,0.50138,0.2798,0.76109,3.34855,0.42359,0.81134,2.84371e-05,2.84371e-05,2.84371e-05
