epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,125.356,0.62188,0.70942,0.38775,0.81411,0.98104,0.96393,0.99329,0.84478,0.98104,0.96393,0.99329,0.70271,0.55611,0.75063,0.38893,0.78859,0.000757013,0.000757013,0.000757013
97,126.69,0.58829,0.68869,0.37919,0.8315,0.98104,0.96393,0.99329,0.84478,0.98104,0.96393,0.99329,0.70271,0.55611,0.75063,0.38893,0.78859,0.000749939,0.000749939,0.000749939
98,128.025,0.60307,0.68741,0.38314,0.81199,0.98272,0.96914,0.99294,0.84799,0.98272,0.96914,0.99294,0.69289,0.56255,0.67323,0.4045,0.78949,0.000742866,0.000742866,0.000742866
99,129.349,0.61306,0.71785,0.39297,0.82975,0.97972,0.97431,0.99377,0.84774,0.97972,0.97431,0.99377,0.70476,0.55089,0.66509,0.39699,0.78828,0.000735792,0.000735792,0.000735792
100,130.658,0.57972,0.66102,0.37658,0.81828,0.96628,0.98317,0.99307,0.86008,0.96628,0.98317,0.99307,0.72525,0.54457,0.7277,0.38177,0.78825,0.000728719,0.000728719,0.000728719
101,131.951,0.60851,0.64877,0.37956,0.80779,0.96628,0.98317,0.99307,0.86008,0.96628,0.98317,0.99307,0.72525,0.54457,0.7277,0.38177,0.78825,0.000721645,0.000721645,0.000721645
102,133.297,0.57076,0.6411,0.36749,0.81041,0.99229,0.98643,0.995,0.85469,0.99229,0.98643,0.995,0.73943,0.54358,0.7113,0.35845,0.78707,0.000714571,0.000714571,0.000714571
103,134.581,0.58113,0.6877,0.37223,0.81769,0.99157,0.99116,0.995,0.85955,0.99157,0.99116,0.995,0.74517,0.5258,0.62113,0.35506,0.78066,0.000707498,0.000707498,0.000707498
104,135.901,0.58759,0.62565,0.37317,0.82704,0.99428,0.9738,0.99464,0.86242,0.99428,0.9738,0.99464,0.71599,0.54287,0.67283,0.36326,0.78521,0.000700424,0.000700424,0.000700424
105,137.237,0.61887,0.69354,0.37903,0.82473,0.99428,0.9738,0.99464,0.86242,0.99428,0.9738,0.99464,0.71599,0.54287,0.67283,0.36326,0.78521,0.000693351,0.000693351,0.000693351
106,138.55,0.59408,0.64295,0.37823,0.81527,0.99473,0.97592,0.9923,0.87143,0.99473,0.97592,0.9923,0.73067,0.52119,0.66253,0.36073,0.7838,0.000686277,0.000686277,0.000686277
107,139.857,0.57242,0.63854,0.37425,0.81252,0.99342,0.97441,0.994,0.87076,0.99342,0.97441,0.994,0.73974,0.52763,0.70297,0.35521,0.78286,0.000679204,0.000679204,0.000679204
108,141.126,0.62431,0.69133,0.38165,0.84904,0.99053,0.97625,0.99431,0.85951,0.99053,0.97625,0.99431,0.75784,0.53576,0.67011,0.35598,0.78079,0.00067213,0.00067213,0.00067213
109,142.488,0.5774,0.6726,0.36173,0.81966,0.99053,0.97625,0.99431,0.85951,0.99053,0.97625,0.99431,0.75784,0.53576,0.67011,0.35598,0.78079,0.000665057,0.000665057,0.000665057
110,143.806,0.56473,0.62539,0.36288,0.8052,0.99286,0.97967,0.99464,0.85985,0.99286,0.97967,0.99464,0.73587,0.55925,0.62163,0.36853,0.78689,0.000657983,0.000657983,0.000657983
111,145.107,0.61789,0.65767,0.37578,0.81679,0.99372,0.97672,0.99464,0.85098,0.99372,0.97672,0.99464,0.71395,0.5742,0.64459,0.37866,0.7892,0.000650909,0.000650909,0.000650909
112,146.414,0.62442,0.72176,0.37958,0.81827,0.98385,0.98583,0.99464,0.86239,0.98385,0.98583,0.99464,0.72249,0.53913,0.62522,0.36276,0.78292,0.000643836,0.000643836,0.000643836
113,147.695,0.55995,0.61404,0.36116,0.81289,0.98385,0.98583,0.99464,0.86239,0.98385,0.98583,0.99464,0.72249,0.53913,0.62522,0.36276,0.78292,0.000636762,0.000636762,0.000636762
114,148.992,0.60005,0.69097,0.35939,0.81181,0.98867,0.98657,0.99431,0.861,0.98867,0.98657,0.99431,0.76596,0.5284,0.65309,0.34458,0.78484,0.000629689,0.000629689,0.000629689
115,150.306,0.65351,0.73276,0.38334,0.82352,0.99074,0.98765,0.9925,0.85393,0.99074,0.98765,0.9925,0.75022,0.55115,0.67522,0.34826,0.78791,0.000622615,0.000622615,0.000622615
116,151.592,0.61703,0.64862,0.36257,0.81127,0.99137,0.98765,0.99074,0.83823,0.99137,0.98765,0.99074,0.73335,0.58789,0.69614,0.36572,0.79127,0.000615542,0.000615542,0.000615542
117,152.874,0.55606,0.64358,0.36137,0.80619,0.99137,0.98765,0.99074,0.83823,0.99137,0.98765,0.99074,0.73335,0.58789,0.69614,0.36572,0.79127,0.000608468,0.000608468,0.000608468
118,154.163,0.57259,0.6069,0.35786,0.82338,0.99219,0.98741,0.99128,0.82882,0.99219,0.98741,0.99128,0.70095,0.60713,0.67771,0.36554,0.79044,0.000601395,0.000601395,0.000601395
119,155.502,0.56243,0.60957,0.35557,0.81463,0.98805,0.9808,0.99431,0.84556,0.98805,0.9808,0.99431,0.72811,0.57114,0.64935,0.36283,0.78511,0.000594321,0.000594321,0.000594321
120,156.811,0.584,0.64055,0.36015,0.82907,0.97679,1,0.99464,0.8569,0.97679,1,0.99464,0.73797,0.54452,0.66158,0.35006,0.78261,0.000587248,0.000587248,0.000587248
121,158.072,0.52092,0.61798,0.34698,0.82086,0.97679,1,0.99464,0.8569,0.97679,1,0.99464,0.73797,0.54452,0.66158,0.35006,0.78261,0.000580174,0.000580174,0.000580174
