epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,173.328,0.49359,0.32068,0.88929,0.98746,1,0.995,0.78037,0.92672,0.37436,1.10706,0.0001115,0.0001115,0.0001115
186,174.245,0.48373,0.33352,0.91242,0.98628,1,0.995,0.77828,0.93312,0.36321,1.10675,0.000105312,0.000105312,0.000105312
187,175.168,0.45024,0.30686,0.89496,0.98507,1,0.995,0.77857,0.92967,0.35901,1.10518,9.9125e-05,9.9125e-05,9.9125e-05
188,176.084,0.45285,0.30963,0.88492,0.98434,1,0.995,0.78164,0.93074,0.35717,1.11056,9.29375e-05,9.29375e-05,9.29375e-05
189,177.002,0.44497,0.29525,0.88713,0.98434,1,0.995,0.78164,0.93074,0.35717,1.11056,8.675e-05,8.675e-05,8.675e-05
190,177.923,0.44309,0.30294,0.86908,0.98391,1,0.995,0.78253,0.91747,0.35313,1.11353,8.05625e-05,8.05625e-05,8.05625e-05
191,179.395,0.3998,0.25991,0.85593,0.98426,1,0.995,0.78933,0.90535,0.34365,1.11573,7.4375e-05,7.4375e-05,7.4375e-05
192,180.364,0.40587,0.28351,0.88139,0.98464,1,0.995,0.79459,0.89785,0.33662,1.11493,6.81875e-05,6.81875e-05,6.81875e-05
193,181.279,0.37053,0.25936,0.83495,0.98464,1,0.995,0.79459,0.89785,0.33662,1.11493,6.2e-05,6.2e-05,6.2e-05
194,182.193,0.40578,0.2629,0.85967,0.98498,1,0.995,0.7871,0.89742,0.33923,1.1164,5.58125e-05,5.58125e-05,5.58125e-05
195,183.113,0.33735,0.24991,0.81983,0.98493,1,0.995,0.79096,0.88923,0.33763,1.1161,4.9625e-05,4.9625e-05,4.9625e-05
196,184.029,0.32753,0.2489,0.84664,0.98519,1,0.995,0.79063,0.88981,0.33704,1.11919,4.34375e-05,4.34375e-05,4.34375e-05
197,184.947,0.37871,0.26537,0.87703,0.98519,1,0.995,0.79063,0.88981,0.33704,1.11919,3.725e-05,3.725e-05,3.725e-05
198,185.858,0.358,0.24973,0.82814,0.98539,1,0.995,0.78771,0.89127,0.33874,1.11946,3.10625e-05,3.10625e-05,3.10625e-05
199,186.774,0.33013,0.24562,0.8235,0.98563,1,0.995,0.78771,0.89288,0.34036,1.12044,2.4875e-05,2.4875e-05,2.4875e-05
200,187.689,0.357,0.25469,0.83195,0.98553,1,0.995,0.78702,0.89238,0.33529,1.12016,1.86875e-05,1.86875e-05,1.86875e-05
