epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,200.471,0.55111,0.6071,0.35915,0.80726,0.98936,0.98582,0.98997,0.87924,0.98936,0.98582,0.98997,0.75012,0.52747,0.56236,0.34188,0.79818,0.000523586,0.000523586,0.000523586
130,202.001,0.55491,0.6391,0.35358,0.81394,0.98987,0.98582,0.99182,0.89107,0.98987,0.98582,0.99182,0.75593,0.49761,0.53164,0.32881,0.79452,0.000516512,0.000516512,0.000516512
131,203.529,0.56563,0.68447,0.3598,0.81113,0.98991,0.98582,0.9925,0.90046,0.98991,0.98582,0.9925,0.7595,0.49004,0.53717,0.32595,0.79347,0.000509438,0.000509438,0.000509438
132,205.059,0.59156,0.64677,0.36566,0.81061,0.9899,0.98582,0.99298,0.89836,0.9899,0.98582,0.99298,0.74961,0.51389,0.62179,0.32854,0.79562,0.000502365,0.000502365,0.000502365
133,206.661,0.61726,0.71228,0.37851,0.79969,0.9899,0.98582,0.99298,0.89836,0.9899,0.98582,0.99298,0.74961,0.51389,0.62179,0.32854,0.79562,0.000495291,0.000495291,0.000495291
134,208.213,0.58037,0.66263,0.369,0.80674,0.99056,0.98582,0.99388,0.89848,0.99056,0.98582,0.99388,0.74647,0.51399,0.6048,0.33106,0.79639,0.000488218,0.000488218,0.000488218
135,209.777,0.57607,0.61667,0.35813,0.80715,0.99034,0.98582,0.99431,0.89499,0.99034,0.98582,0.99431,0.73863,0.50529,0.533,0.32925,0.7961,0.000481144,0.000481144,0.000481144
136,211.24,0.55513,0.61462,0.3538,0.80688,0.9911,0.98582,0.99431,0.88851,0.9911,0.98582,0.99431,0.72211,0.5194,0.53444,0.32976,0.79666,0.000474071,0.000474071,0.000474071
137,212.76,0.54689,0.64129,0.3522,0.80722,0.9911,0.98582,0.99431,0.88851,0.9911,0.98582,0.99431,0.72211,0.5194,0.53444,0.32976,0.79666,0.000466997,0.000466997,0.000466997
138,214.312,0.54591,0.60884,0.35108,0.8057,0.9913,0.98644,0.99444,0.89377,0.9913,0.98644,0.99444,0.73076,0.51349,0.52367,0.32961,0.79564,0.000459924,0.000459924,0.000459924
139,215.839,0.58077,0.66723,0.36676,0.80978,0.99078,0.98582,0.99417,0.89519,0.99078,0.98582,0.99417,0.73241,0.51354,0.53995,0.33663,0.79569,0.00045285,0.00045285,0.00045285
140,217.399,0.56094,0.63336,0.35856,0.80671,0.99069,0.98582,0.99417,0.89394,0.99069,0.98582,0.99417,0.7261,0.51929,0.55507,0.33971,0.79597,0.000445777,0.000445777,0.000445777
141,218.936,0.5429,0.61591,0.34738,0.80845,0.99069,0.98582,0.99417,0.89394,0.99069,0.98582,0.99417,0.7261,0.51929,0.55507,0.33971,0.79597,0.000438703,0.000438703,0.000438703
142,220.472,0.54414,0.62419,0.34699,0.80453,0.99059,0.98582,0.99417,0.89842,0.99059,0.98582,0.99417,0.74115,0.49456,0.54048,0.32616,0.79312,0.000431629,0.000431629,0.000431629
143,222.025,0.54496,0.61109,0.35621,0.80476,0.99046,0.98582,0.99402,0.90186,0.99046,0.98582,0.99402,0.75512,0.47884,0.52761,0.31685,0.79096,0.000424556,0.000424556,0.000424556
144,223.566,0.50406,0.54719,0.33157,0.80063,0.9896,0.98582,0.99388,0.89801,0.9896,0.98582,0.99388,0.74893,0.4974,0.5292,0.32452,0.79331,0.000417482,0.000417482,0.000417482
145,225.063,0.5369,0.56105,0.35814,0.80513,0.9896,0.98582,0.99388,0.89801,0.9896,0.98582,0.99388,0.74893,0.4974,0.5292,0.32452,0.79331,0.000410409,0.000410409,0.000410409
146,226.55,0.55133,0.60811,0.36181,0.80414,0.98955,0.98582,0.99351,0.88965,0.98955,0.98582,0.99351,0.73002,0.52562,0.56049,0.33524,0.79637,0.000403335,0.000403335,0.000403335
147,228.102,0.57258,0.63252,0.35674,0.81527,0.9899,0.98582,0.99337,0.89379,0.9899,0.98582,0.99337,0.72398,0.51946,0.57905,0.33054,0.79581,0.000396262,0.000396262,0.000396262
148,229.562,0.53047,0.61868,0.3465,0.81062,0.99039,0.98582,0.99388,0.90168,0.99039,0.98582,0.99388,0.73853,0.48179,0.55167,0.31902,0.79222,0.000389188,0.000389188,0.000389188
149,231.053,0.50581,0.57525,0.34127,0.80689,0.99039,0.98582,0.99388,0.90168,0.99039,0.98582,0.99388,0.73853,0.48179,0.55167,0.31902,0.79222,0.000382115,0.000382115,0.000382115
150,232.625,0.54328,0.62178,0.35301,0.80141,0.99038,0.98582,0.99374,0.90237,0.99038,0.98582,0.99374,0.7383,0.48142,0.54071,0.31482,0.79154,0.000375041,0.000375041,0.000375041
151,234.153,0.55774,0.61202,0.35487,0.8109,0.99109,0.98677,0.99375,0.89216,0.99109,0.98677,0.99375,0.74863,0.48176,0.52796,0.30677,0.79173,0.000367967,0.000367967,0.000367967
152,235.701,0.53841,0.58335,0.34912,0.80664,0.98583,0.99566,0.99403,0.88968,0.98583,0.99566,0.99403,0.73744,0.48397,0.53254,0.31635,0.79234,0.000360894,0.000360894,0.000360894
153,237.255,0.52533,0.59302,0.34569,0.80384,0.98583,0.99566,0.99403,0.88968,0.98583,0.99566,0.99403,0.73744,0.48397,0.53254,0.31635,0.79234,0.00035382,0.00035382,0.00035382
154,238.759,0.53623,0.63722,0.3419,0.81128,0.98511,1,0.99368,0.89701,0.98511,1,0.99368,0.71428,0.49268,0.55736,0.31748,0.79349,0.000346747,0.000346747,0.000346747
155,240.338,0.55358,0.6132,0.35101,0.79742,0.98344,1,0.99368,0.89291,0.98344,1,0.99368,0.71327,0.49519,0.5676,0.3165,0.79361,0.000339673,0.000339673,0.000339673
156,241.908,0.5322,0.59788,0.34152,0.80381,0.98479,0.99827,0.99368,0.8949,0.98479,0.99827,0.99368,0.72583,0.49544,0.54206,0.31349,0.79356,0.0003326,0.0003326,0.0003326
157,243.447,0.53131,0.59706,0.34168,0.80444,0.98479,0.99827,0.99368,0.8949,0.98479,0.99827,0.99368,0.72583,0.49544,0.54206,0.31349,0.79356,0.000325526,0.000325526,0.000325526
158,244.985,0.553,0.65658,0.35136,0.81564,0.98654,0.99208,0.99366,0.89305,0.98654,0.99208,0.99366,0.74466,0.49191,0.54507,0.3167,0.79291,0.000318453,0.000318453,0.000318453
159,246.521,0.53175,0.61217,0.34669,0.8031,0.98687,0.992,0.99388,0.89734,0.98687,0.992,0.99388,0.75132,0.48157,0.54266,0.3139,0.79186,0.000311379,0.000311379,0.000311379
160,248.059,0.5105,0.5464,0.33787,0.80429,0.98641,0.99203,0.99402,0.90013,0.98641,0.99203,0.99402,0.74973,0.47055,0.54444,0.31636,0.79027,0.000304306,0.000304306,0.000304306
161,249.594,0.52349,0.56756,0.33877,0.8057,0.98641,0.99203,0.99402,0.90013,0.98641,0.99203,0.99402,0.74973,0.47055,0.54444,0.31636,0.79027,0.000297232,0.000297232,0.000297232
162,251.148,0.5068,0.55533,0.33155,0.80987,0.98363,0.99794,0.99417,0.89918,0.98363,0.99794,0.99417,0.72685,0.48454,0.56869,0.31777,0.79176,0.000290158,0.000290158,0.000290158
163,252.736,0.5171,0.59136,0.3441,0.80305,0.98318,0.99814,0.99417,0.89831,0.98318,0.99814,0.99417,0.73561,0.48894,0.5752,0.30978,0.79245,0.000283085,0.000283085,0.000283085
164,254.271,0.51491,0.59019,0.33307,0.79883,0.98334,0.99843,0.99403,0.89924,0.98334,0.99843,0.99403,0.74394,0.48785,0.54701,0.30814,0.79366,0.000276011,0.000276011,0.000276011
165,255.824,0.50283,0.56895,0.32712,0.80816,0.98334,0.99843,0.99403,0.89924,0.98334,0.99843,0.99403,0.74394,0.48785,0.54701,0.30814,0.79366,0.000268938,0.000268938,0.000268938
166,257.344,0.52741,0.57398,0.33984,0.80597,0.98595,0.99209,0.99324,0.89519,0.98595,0.99209,0.99324,0.74956,0.48053,0.52681,0.30871,0.79213,0.000261864,0.000261864,0.000261864
167,258.912,0.50394,0.57231,0.33307,0.79776,0.99096,0.98582,0.9925,0.89488,0.99096,0.98582,0.9925,0.73712,0.47114,0.52215,0.3054,0.79097,0.000254791,0.000254791,0.000254791
168,260.459,0.50492,0.58496,0.32624,0.80328,0.99147,0.98646,0.9919,0.8977,0.99147,0.98646,0.9919,0.72249,0.4818,0.52534,0.31165,0.79138,0.000247717,0.000247717,0.000247717
169,262.059,0.50112,0.53824,0.32865,0.80545,0.99147,0.98646,0.9919,0.8977,0.99147,0.98646,0.9919,0.72249,0.4818,0.52534,0.31165,0.79138,0.000240644,0.000240644,0.000240644
170,263.557,0.4942,0.58456,0.33058,0.80359,0.99144,0.9864,0.99189,0.89706,0.99144,0.9864,0.99189,0.71569,0.48772,0.53503,0.31201,0.79251,0.00023357,0.00023357,0.00023357
171,265.035,0.49037,0.54155,0.32662,0.80076,0.99088,0.98582,0.9917,0.90215,0.99088,0.98582,0.9917,0.72875,0.47937,0.54061,0.30924,0.79178,0.000226497,0.000226497,0.000226497
172,266.539,0.48829,0.55728,0.32592,0.80117,0.99088,0.98582,0.99185,0.90587,0.99088,0.98582,0.99185,0.74702,0.46869,0.55259,0.30417,0.79104,0.000219423,0.000219423,0.000219423
173,268.036,0.51551,0.59606,0.32675,0.80618,0.99088,0.98582,0.99185,0.90587,0.99088,0.98582,0.99185,0.74702,0.46869,0.55259,0.30417,0.79104,0.000212349,0.000212349,0.000212349
174,269.523,0.50347,0.55433,0.32839,0.80548,0.99086,0.98582,0.99264,0.90624,0.99086,0.98582,0.99264,0.7559,0.47734,0.5861,0.30424,0.79209,0.000205276,0.000205276,0.000205276
175,271.081,0.53836,0.56703,0.34118,0.80653,0.9909,0.98582,0.99279,0.90306,0.9909,0.98582,0.99279,0.75564,0.48157,0.59365,0.30561,0.79222,0.000198202,0.000198202,0.000198202
176,272.564,0.4917,0.544,0.32388,0.80051,0.9916,0.98645,0.99267,0.90406,0.9916,0.98645,0.99267,0.74306,0.48258,0.5811,0.30214,0.7921,0.000191129,0.000191129,0.000191129
177,274.119,0.50349,0.55094,0.3292,0.79943,0.9916,0.98645,0.99267,0.90406,0.9916,0.98645,0.99267,0.74306,0.48258,0.5811,0.30214,0.7921,0.000184055,0.000184055,0.000184055
178,275.739,0.50668,0.56498,0.335,0.79943,0.99161,0.98663,0.99267,0.89733,0.99161,0.98663,0.99267,0.73571,0.4903,0.56806,0.30748,0.79246,0.000176982,0.000176982,0.000176982
179,277.265,0.52785,0.60891,0.33116,0.80149,0.99086,0.98582,0.9925,0.89606,0.99086,0.98582,0.9925,0.72845,0.49826,0.56561,0.31066,0.79239,0.000169908,0.000169908,0.000169908
180,278.801,0.50798,0.54384,0.32868,0.80051,0.99082,0.98582,0.99199,0.89612,0.99082,0.98582,0.99199,0.72969,0.50078,0.56669,0.31346,0.79273,0.000162835,0.000162835,0.000162835
181,280.341,0.49202,0.51025,0.3223,0.79625,0.99082,0.98582,0.99199,0.89612,0.99082,0.98582,0.99199,0.72969,0.50078,0.56669,0.31346,0.79273,0.000155761,0.000155761,0.000155761
182,281.824,0.48079,0.52326,0.31964,0.8023,0.99083,0.98582,0.99199,0.90142,0.99083,0.98582,0.99199,0.7337,0.49781,0.5593,0.30826,0.79261,0.000148687,0.000148687,0.000148687
183,283.307,0.51011,0.55638,0.33324,0.80518,0.99092,0.98582,0.99188,0.90159,0.99092,0.98582,0.99188,0.74836,0.49064,0.54544,0.29962,0.79227,0.000141614,0.000141614,0.000141614
184,284.775,0.46981,0.52925,0.31062,0.79932,0.99083,0.98582,0.99215,0.89731,0.99083,0.98582,0.99215,0.75845,0.49204,0.53833,0.30278,0.79281,0.00013454,0.00013454,0.00013454
185,286.342,0.4826,0.55223,0.32152,0.79518,0.99083,0.98582,0.99215,0.89731,0.99083,0.98582,0.99215,0.75845,0.49204,0.53833,0.30278,0.79281,0.000127467,0.000127467,0.000127467
186,287.838,0.51217,0.58992,0.32465,0.81106,0.98642,0.99207,0.99233,0.89873,0.98642,0.99207,0.99233,0.75629,0.49004,0.52623,0.29769,0.79231,0.000120393,0.000120393,0.000120393
187,289.347,0.47515,0.51845,0.31144,0.80358,0.98639,0.99209,0.99254,0.90237,0.98639,0.99209,0.99254,0.75388,0.48848,0.52146,0.29348,0.79218,0.00011332,0.00011332,0.00011332
188,290.895,0.48094,0.52327,0.31913,0.78784,0.98451,0.9987,0.9925,0.9046,0.98451,0.9987,0.9925,0.74787,0.48539,0.5236,0.29438,0.79183,0.000106246,0.000106246,0.000106246
189,292.404,0.46603,0.52465,0.31107,0.79738,0.98451,0.9987,0.9925,0.9046,0.98451,0.9987,0.9925,0.74787,0.48539,0.5236,0.29438,0.79183,9.91726e-05,9.91726e-05,9.91726e-05
190,293.946,0.46889,0.51561,0.31306,0.79742,0.98468,0.99578,0.9925,0.90348,0.98468,0.99578,0.9925,0.73696,0.48289,0.5295,0.29243,0.79071,9.20991e-05,9.20991e-05,9.20991e-05
191,296.157,0.46223,0.51229,0.30532,0.79433,0.99099,0.98582,0.99228,0.90657,0.99099,0.98582,0.99228,0.73335,0.48345,0.54033,0.2991,0.79056,8.50255e-05,8.50255e-05,8.50255e-05
192,297.65,0.46554,0.58785,0.30866,0.80359,0.99072,0.98582,0.9925,0.90571,0.99072,0.98582,0.9925,0.73217,0.48121,0.54377,0.29577,0.79011,7.7952e-05,7.7952e-05,7.7952e-05
193,299.079,0.44856,0.53683,0.29604,0.7963,0.99072,0.98582,0.9925,0.90571,0.99072,0.98582,0.9925,0.73217,0.48121,0.54377,0.29577,0.79011,7.08784e-05,7.08784e-05,7.08784e-05
194,300.476,0.45832,0.52502,0.30452,0.79017,0.99023,0.98582,0.99279,0.9008,0.99023,0.98582,0.99279,0.73806,0.47619,0.54537,0.29777,0.78974,6.38049e-05,6.38049e-05,6.38049e-05
195,301.897,0.44604,0.52433,0.30015,0.78756,0.97647,1,0.99279,0.90183,0.97647,1,0.99279,0.7399,0.47604,0.54653,0.29725,0.78977,5.67313e-05,5.67313e-05,5.67313e-05
196,303.311,0.4224,0.49405,0.285,0.79332,0.97658,1,0.99279,0.90434,0.97658,1,0.99279,0.74527,0.47922,0.55131,0.29827,0.79034,4.96578e-05,4.96578e-05,4.96578e-05
197,304.71,0.43786,0.484,0.29404,0.79554,0.97658,1,0.99279,0.90434,0.97658,1,0.99279,0.74527,0.47922,0.55131,0.29827,0.79034,4.25842e-05,4.25842e-05,4.25842e-05
198,306.121,0.42552,0.48559,0.29265,0.78762,0.97655,1,0.99279,0.90362,0.97655,1,0.99279,0.74406,0.48209,0.55486,0.29815,0.79062,3.55107e-05,3.55107e-05,3.55107e-05
199,307.527,0.44531,0.52653,0.2955,0.78589,0.97674,1,0.99264,0.90505,0.97674,1,0.99264,0.74517,0.48354,0.55727,0.29932,0.79055,2.84371e-05,2.84371e-05,2.84371e-05
200,308.914,0.47116,0.55021,0.29792,0.80808,0.97682,1,0.99279,0.90699,0.97682,1,0.99279,0.74311,0.48419,0.55868,0.2997,0.79105,2.13636e-05,2.13636e-05,2.13636e-05
